Id,Nom,Description
85,Chaine," <em>Attaque au corps à corps avec une arme</em> : +8 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 11 (2d6 + 4) dégâts tranchants. La cible se retrouve agrippée (évasion DD 14) si le diable n'a pas déjà agrippé une créature. Tant qu'elle est agrippée, la cible est entravée et subit 7 (2d6) dégâts perforants au début de chacun de ses tours."
85,Animation des chaînes (Recharge après un repos court ou long)," Le diable peut faire éclore des barbelées coupant sur 1 à 4 chaines qu'il voit et situées dans un rayon de 18 mètres autour de lui, les animant et les contrôlant, à condition qu'elles ne soient ni portées ni transportées par quelqu'un. Chaque chaine animée est un objet ayant une CA de 20, 20 pv, une résistance aux dégâts perforants et l'immunité aux dégâts psychiques et de tonnerre. Lorsque le diable utilise ses Attaques multiples durant son tour, il peut utiliser chaque chaîne animée pour faire une attaque supplémentaire. Une chaine animée peut agripper une créature de son choix, mais ne peut plus attaquer tant qu'elle agrippe. Une chaîne animée redevient inanimée si ses points de vie tombent à zéro ou si le diable est incapable d'agir ou meurt."
85,Masque déstabilisant," Quand une créature débute son tour à 9 mètres ou moins du diable et que celui-ci peut la voir, le diable peut donner l'illusion d'être un être décédé, qui était très aimé ou détesté par cette créature. Si la créature peut voir le diable, elle doit réussir un jet de sauvegarde de Sagesse DD 14 ou être effrayée jusqu'à la fin de son tour."
86,Attaques multiples," Le diable effectue trois attaques : une avec sa queue et deux avec ses griffes. Sinon, il peut utiliser Jet de flammes deux fois."
86,Griffes," <em>Attaque au corps à corps avec une arme</em> : +6 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 6 (1d6 + 3) dégâts perforants."
86,Queue," <em>Attaque au corps à corps avec une arme</em> : +6 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 10 (2d6 + 3) dégâts perforants."
86,Jet de flammes," <em>Attaque à distance avec un sort</em> : +5 au toucher, portée 45 m, une cible. <em>Touché</em>&nbsp;: 10 (3d6) dégâts de feu. Si la cible est un objet inflammable qui n'est ni porté ni tenu, elle prend feu."
87,Attaques multiples, Le diable effectue deux attaques : une avec sa barbe et une avec sa coutille.
87,Barbe," <em>Attaque au corps à corps avec une arme</em> : +5 au toucher, allonge 1,50 m, une créature. <em>Touché</em>&nbsp;: 6 (1d8 + 2) dégâts perforants, et la cible doit réussir un jet de sauvegarde de Constitution DD 12 ou être empoisonnée pour 1 minute. Tant qu'elle est empoisonnée de la sorte, la cible ne peut pas regagner de points de vie. La cible peut relancer le jet de sauvegarde à la fin de chacun de ses tours, mettant fin à l'effet qui l'affecte en cas de réussite."
87,Coutille," <em>Attaque au corps à corps avec une arme</em> : +5 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 8 (1d10 + 3) dégâts tranchants. Si la cible n'est ni un mort-vivant, ni un artificiel, elle doit réussir un jet de sauvegarde de Constitution DD 12 ou perdre 5 (1d10) points de vie au début de chacun de ses tours à cause d'une blessure infernale. Chaque fois que le diable touche la créature blessée avec son attaque, les dégâts causés par la blessure augmentent de 5 (1d10). Toute créature peut utiliser une action pour contenir la blessure avec un jet réussi de Sagesse (Médecine) DD 12. La blessure se referme également si la cible reçoit des soins magiques."
88,Attaques multiples, Le diable effectue trois attaques au corps à corps : deux avec sa fourche et une avec sa queue. Il peut utiliser son Jet de flammes à la place n'importe quelle attaque au corps à corps.
88,Fourche," <em>Attaque au corps à corps avec une arme</em> : +10 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 15 (2d8 + 6) dégâts perforants."
88,Queue," <em>Attaque au corps à corps avec une arme</em> : +10 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 10 (1d8 + 6) dégâts perforants. Si la cible n'est ni un mort-vivant, ni un artificiel, elle doit réussir un jet de sauvegarde de Constitution DD 17 ou perdre 10 (3d6) points de vie au début de chacun de ses tours suivants à cause de cette plaie infernale. Chaque fois que le diable frappe la créature blessée avec cette attaque, les dégâts infligés par la plaie augmentent de 10 (3d6). N'importe quelle créature peut utiliser une action pour endiguer l'hémorragie, à condition qu'elle réussisse un jet de Sagesse (Médecine) DD 12. La plaie se referme également si la cible reçoit des soins magiques."
88,Jet de flammes," <em>Attaque à distance avec un sort</em> : +7 au toucher, portée 45 m, une cible. <em>Touché</em>&nbsp;: 14 (4d6) dégâts de feu. Si la cible est un objet inflammable qui n'est pas porté ni tenu, elle prend feu."
89,Attaques multiples," Le diable effectue deux attaques : une de morsure et une avec la fourche, ou deux attaques d'épines caudales."
89,Morsure," <em>Attaque au corps à corps avec une arme</em> : +2 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 5 (2d4) dégâts tranchants."
89,Fourche," <em>Attaque au corps à corps avec une arme</em> : +2 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 3 (1d6) dégâts perforants."
89,Épine caudale," <em>Attaque à distance avec une arme</em> : +4 au toucher, portée 6/24 m, une cible. <em>Touché</em>&nbsp;: 4 (1d4 + 2) dégâts perforants + 3 (1d6) dégâts de feu."
90,Attaques multiples," Le diable effectue trois attaques : une de morsure, une avec ses griffes et une avec sa queue."
90,Morsure," <em>Attaque au corps à corps avec une arme</em> : +10 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 12 (2d6 + 5) dégâts perforants + 10 (3d6) dégâts de froid."
90,Griffes," <em>Attaque au corps à corps avec une arme</em> : +10 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 10 (2d4 + 5) dégâts tranchants + 10 (3d6) dégâts de froid."
90,Queue," <em>Attaque au corps à corps avec une arme</em> : +10 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 12 (2d6 + 5) dégâts contondants + 10 (3d6) dégâts de froid."
90,Mur de glace (Recharge 6)," Le diable crée par magie un mur de glace opaque sur une surface solide qu'il peut voir dans un rayon de 18 mètres. Le mur fait 30 centimètres d'épaisseur, 9 mètres de long et 3 mètres de haut, ou bien prend la forme d'un dôme hémisphérique de 6 mètres de diamètre. Lorsque le mur apparaît, chaque créature se trouvant sur sa trajectoire est repoussée par le chemin le plus court. La créature choisit de quel côté du mur elle est repoussée, à moins qu'elle ne soit incapable d'agir. La créature effectue alors un jet de sauvegarde de Dextérité DD 17, subissant 35 (10d6) dégâts de froid en cas d'échec, ou la moitié de ces dégâts en cas de réussite. Le mur reste en place pendant 1 minute ou jusqu'à ce que le diable soit incapable d'agir ou meurt. Le mur peut être endommagé, une brèche peut donc y être percée ; chaque section de 3 mètres de côté a une CA de 5, 30 points de vie, est vulnérable aux dégâts de feu, et est immunisée aux dégâts d'acide, de froid, nécrotiques, de poison, et psychiques. Si une section est détruite, elle laisse derrière elle un voile d'air glacial à l'endroit que le mur occupait. Lorsqu'une créature traverse le voile d'air glacial au cours d'un tour, que ce soit volontairement ou non, la créature doit effectuer un jet de sauvegarde de Constitution DD 17, subissant 17 (5d6) dégâts de froid en cas d'échec, ou la moitié de ces dégâts en cas de réussite. Le voile d'air glacial se dissipe lorsque le reste du mur disparaît."
91,Attaques multiples, Le diable effectue trois attaques : deux avec ses griffes et une avec son dard.
91,Griffes," <em>Attaque au corps à corps avec une arme</em> : +8 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 8 (1d8 + 4) dégâts tranchants."
91,Dard," <em>Attaque au corps à corps avec une arme</em> : +8 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 13 (2d8 + 4) dégâts perforants + 17 (5d6) dégâts de poison, et la cible doit réussir un jet de sauvegarde de Constitution DD 14 ou être empoisonnée pendant 1 minute. La cible peut relancer le jet de sauvegarde à la fin de chacun de ses tours, mettant fin à l'effet qui l'affecte en cas de réussite."
92,Dard (Morsure sous forme de bête)," <em>Attaque au corps à corps avec une arme</em> : +5 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 5 (1d4 + 3) dégâts perforants, et la cible doit effectuer un jet de sauvegarde de Constitution DD 11, subissant 10 (3d6) dégâts de poison en cas d'échec, ou la moitié de ces dégâts en cas de réussite."
92,Invisibilité, Le diablotin devient invisible par magie jusqu'à ce qu'il attaque ou que sa concentration se termine (comme s'il se concentrait sur un sort). Tout l'équipement que le diablotin porte ou transporte est également invisible.
93,Attaques multiples," Le diantrefosse effectue quatre attaques : une de morsure, une avec ses griffes, une avec sa masse d'armes et une avec sa queue."
93,Morsure," <em>Attaque au corps à corps avec une arme</em> : +14 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 22 (4d6 + 8) dégâts perforants. La cible doit effectuer un jet de sauvegarde de Constitution DD 21 ou être empoisonnée. Tant qu'elle est empoisonnée de la sorte, la cible ne peut pas récupérer de points de vie, et elle subit 21 (6d6) dégâts de poison au début de chacun de ses tours suivants. La cible empoisonnée peut retenter ce jet de sauvegarde à la fin de chacun de ses tours, mettant fin à l'effet qui l'affecte en cas de réussite."
93,Griffes," <em>Attaque au corps à corps avec une arme</em> : +14 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 17 (2d8 + 8) dégâts tranchants."
93,Masse d'armes," <em>Attaque au corps à corps avec une arme</em> : +14 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 15 (2d6 + 8) dégâts contondants + 21 (6d6) dégâts de feu."
93,Queue," <em>Attaque au corps à corps avec une arme</em> : +14 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 24 (3d10 + 8) dégâts contondants."
94,Attaques multiples, Le djinn effectue trois attaques avec le cimeterre.
94,Cimeterre," <em>Attaque au corps à corps avec une arme</em> : +9 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 12 (2d6 + 5) dégâts tranchants + 3 (1d6) dégâts de foudre ou de tonnerre (au choix du djinn)."
94,Création de tourbillon," Le djinn crée magiquement un tourbillon de vent de 1,50 mètre de rayon et de 9 mètres de haut, en un point situé dans un rayon de 36 mètres autour du djinn et qu'il peut voir. Le tourbillon reste tant que le djinn maintient sa concentration (comme s'il se concentrait sur un sort). Toute créature, à l'exception du djinn, qui pénètre dans le tourbillon doit réussir un jet de sauvegarde de Force DD 18 ou être entravée par les vents. Le djinn peut déplacer le tourbillon jusqu'à 18 mètres en utilisant une action, et les créatures entravées par le tourbillon se déplacent avec lui. Le tourbillon se termine si le djinn le perd de vue. Une créature peut utiliser son action pour libérer une créature entravée par le tourbillon (elle peut se libérer elle-même), en réussissant un jet de Force DD 18. En cas de réussite, la créature n'est plus entravée et se déplace à l'endroit le plus proche à l'extérieur du tourbillon."
95,Attaques multiples, Le doppelganger effectue deux attaques au corps à corps.
95,Coup," <em>Attaque au corps à corps avec une arme</em> : +6 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 7 (1d6 + 4) dégâts contondants."
95,Lecture des pensées," Le doppelganger lit par magie les pensées de surface d'une créature située à 18 mètres ou moins de lui. Cet effet peut passer au travers d'un obstacle, mais est bloqué par 90 centimètres de bois ou de terre, 60 centimètres de pierre, 5 centimètres de métal ou une fine couche de plomb. Quand la cible est à portée, le doppelganger peut lire ses pensées tant que sa concentration n'est pas rompue (de la même manière que la concentration pour un sort). Le doppelganger a un avantage aux jets de Sagesse (Intuition) et de Charisme (Intimidation, Persuasion et Tromperie) contre une cible dont il lit les pensées."
96,Attaques multiples, La dracoliche peut utiliser sa Présence terrifiante. Elle effectue ensuite trois attaques : deux avec ses griffes et une de morsure.
96,Griffes," <em>Attaque au corps à corps avec une arme</em> : +13 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 14 (2d6 + 7) dégâts tranchants."
96,Morsure," <em>Attaque au corps à corps avec une arme</em> : +13 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 18 (2d10 + 7) dégâts perforants + 5 (1d10) dégâts de foudre."
96,Queue," <em>Attaque au corps à corps avec une arme</em> : +13 au toucher, allonge 4,50 m, une cible. <em>Touché</em>&nbsp;: 16 (2d8 + 7) dégâts contondants."
96,Présence terrifiante," Chaque créature que la dracoliche choisit, se trouvant à 36 mètres ou moins d'elle et consciente de sa présence, doit réussir un jet de sauvegarde de Sagesse DD 18 ou être effrayée pendant 1 minute. Une créature peut retenter son jet de sauvegarde à la fin de chacun de ses tours, mettant fin à l'effet qui l'affecte si elle réussit. Si le jet de sauvegarde d'une créature est une réussite ou si l'effet prend fin pour elle, la créature est immunisée à la Présence terrifiante de la dracoliche pour les prochaines 24 heures."
96,Souffle de foudre (Recharge 5-6)," La dracoliche crache une tempête d'éclairs sur une ligne de 27 mètres de long et de 1,50 mètre de large. Chaque créature sur cette ligne doit effectuer un jet de sauvegarde de Dextérité DD 20, subissant 66 (12d10) dégâts de foudre en cas d'échec, ou la moitié de ces dégâts en cas de réussite."
97,Attaques multiples, Le dragon peut utiliser sa Présence terrifiante. Il effectue ensuite trois attaques : une de morsure et deux avec ses griffes.
97,Griffes," <em>Attaque au corps à corps avec une arme</em> : +11 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 13 (2d6 + 6) dégâts tranchants."
97,Morsure," <em>Attaque au corps à corps avec une arme</em> : +11 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 17 (2d10 + 6) dégâts perforants + 4 (1d8) dégâts de froid."
97,Queue," <em>Attaque au corps à corps avec une arme</em> : +11 au toucher, allonge 4,50 m, une cible. <em>Touché</em>&nbsp;: 15 (2d8 + 6) dégâts contondants."
97,Présence terrifiante," Chaque créature que le dragon choisit, se trouvant à 36 mètres ou moins du dragon et consciente de sa présence, doit réussir un jet de sauvegarde de Sagesse DD 14 ou être effrayée pendant 1 minute. Une créature peut retenter son jet de sauvegarde à la fin de chacun de ses tours, mettant fin à l'effet qui l'affecte en cas de réussite. Si le jet de sauvegarde d'une créature est une réussite ou si l'effet prend fin pour elle, la créature est immunisée à la Présence terrifiante du dragon pour les prochaines 24 heures."
97,Souffle de froid (Recharge 5-6)," Le dragon crache une tempête de glace dans un cône de 18 mètres. Chaque créature dans la zone d'effet doit effectuer un jet de sauvegarde de Constitution DD 19, subissant 54 (12d8) dégâts de froid en cas d'échec, ou la moitié de ces dégâts en cas de réussite."
98,Attaques multiples, Le dragon peut utiliser sa Présence terrifiante. Il effectue ensuite trois attaques : une de morsure et deux avec ses griffes.
98,Morsure," <em>Attaque au corps à corps avec une arme</em> : +14 au toucher, allonge 4,50 m, une cible. <em>Touché</em>&nbsp;: 19 (2d10 + 8) dégâts perforants + 9 (2d8) dégâts de froid."
98,Griffes," <em>Attaque au corps à corps avec une arme</em> : +14 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 15 (2d6 + 8) dégâts tranchants."
98,Queue," <em>Attaque au corps à corps avec une arme</em> : +14 au toucher, allonge 6 m, une cible. <em>Touché</em>&nbsp;: 17 (2d8 + 8) dégâts contondants."
98,Présence terrifiante," Chaque créature que le dragon choisit, se trouvant à 36 mètres ou moins du dragon et consciente de sa présence, doit réussir un jet de sauvegarde de Sagesse DD 16 ou être effrayée pendant 1 minute. Une créature peut retenter son jet de sauvegarde à la fin de chacun de ses tours, mettant fin à l'effet qui l'affecte en cas de réussite. Si le jet de sauvegarde d'une créature est une réussite ou si l'effet prend fin pour elle, la créature est immunisée à la Présence terrifiante du dragon pour les prochaines 24 heures."
98,Souffle de froid (Recharge 5-6)," Le dragon crache une tempête de glace dans un cône de 27 mètres. Chaque créature dans la zone d'effet doit effectuer un jet de sauvegarde de Constitution DD 22, subissant 72 (16d8) dégâts de froid en cas d'échec, ou la moitié de ces dégâts en cas de réussite."
99,Morsure," <em>Attaque au corps à corps avec une arme</em> : +4 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 7 (1d10 + 2) dégâts perforants + 2 (1d4) dégâts de froid."
99,Souffle de froid (Recharge 5-6)," Le dragon crache une tempête de glace dans un cône de 4,50 mètres. Chaque créature dans la zone d'effet doit effectuer un jet de sauvegarde de Constitution DD 12, subissant 22 (5d8) dégâts de froid en cas d'échec, ou la moitié de ces dégâts en cas de réussite."
100,Attaques multiples, Le dragon effectue trois attaques : une de morsure et deux avec ses griffes.
100,Morsure," <em>Attaque au corps à corps avec une arme</em> : +7 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 15 (2d10 + 4) dégâts perforants + 4 (1d8) dégâts de froid."
100,Griffes," <em>Attaque au corps à corps avec une arme</em> : +7 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 11 (2d6 + 4) dégâts tranchants."
100,Souffle de froid (Recharge 5-6)," Le dragon crache une tempête de glace dans un cône de 9 mètres. Chaque créature dans la zone d'effet doit effectuer un jet de sauvegarde de Constitution DD 15, subissant 45 (10d8) dégâts de froid en cas d'échec, ou la moitié de ces dégâts en cas de réussite."
101,Attaques multiples, Le dragon peut utiliser sa Présence terrifiante. Il effectue ensuite trois attaques : une de morsure et deux avec ses griffes.
101,Griffes," <em>Attaque au corps à corps avec une arme</em> : +12 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 14 (2d6 + 7) dégâts tranchants."
101,Morsure," <em>Attaque au corps à corps avec une arme</em> : +12 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 18 (2d10 + 7) dégâts perforants + 5 (1d10) dégâts de foudre."
101,Queue," <em>Attaque au corps à corps avec une arme</em> : +12 au toucher, allonge 4,50 m, une cible. <em>Touché</em>&nbsp;: 16 (2d8 + 7) dégâts contondants."
101,Présence terrifiante," Chaque créature que le dragon choisit, se trouvant à 36 mètres ou moins du dragon et consciente de sa présence, doit réussir un jet de sauvegarde de Sagesse DD 17 ou être effrayée pendant 1 minute. Une créature peut retenter son jet de sauvegarde à la fin de chacun de ses tours, mettant fin à l'effet qui l'affecte en cas de réussite. Si le jet de sauvegarde d'une créature est une réussite ou si l'effet prend fin pour elle, la créature est immunisée à la Présence terrifiante du dragon pour les prochaines 24 heures."
101,Souffle de foudre (Recharge 5-6)," Le dragon crache une tempête d'éclairs sur une ligne de 27 mètres de long et de 1,50 mètre de large. Chaque créature sur cette ligne doit effectuer un jet de sauvegarde de Dextérité DD 19, subissant 66 (12d10) dégâts de foudre en cas d'échec, ou la moitié de ces dégâts en cas de réussite."
102,Attaques multiples, Le dragon peut utiliser sa Présence terrifiante. Il effectue ensuite trois attaques : une de morsure et deux avec ses griffes.
102,Morsure," <em>Attaque au corps à corps avec une arme</em> : +16 au toucher, allonge 4,50 m, une cible. <em>Touché</em>&nbsp;: 20 (2d10 + 9) dégâts perforants + 11 (2d10) dégâts de foudre."
102,Griffes," <em>Attaque au corps à corps avec une arme</em> : +16 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 16 (2d6 + 9) dégâts tranchants."
102,Queue," <em>Attaque au corps à corps avec une arme</em> : +16 au toucher, allonge 6 m, une cible. <em>Touché</em>&nbsp;: 18 (2d8 + 9) dégâts contondants."
102,Présence terrifiante," Chaque créature que le dragon choisit, se trouvant à 36 mètres ou moins du dragon et consciente de sa présence, doit réussir un jet de sauvegarde de Sagesse DD 20 ou être effrayée pendant 1 minute. Une créature peut retenter son jet de sauvegarde à la fin de chacun de ses tours, mettant fin à l'effet qui l'affecte en cas de réussite. Si le jet de sauvegarde d'une créature est une réussite ou si l'effet prend fin pour elle, la créature est immunisée à la Présence terrifiante du dragon pour les prochaines 24 heures."
102,Souffle de foudre (Recharge 5-6)," Le dragon crache une tempête d'éclairs sur une ligne de 36 mètres de long et de 3 mètres de large. Chaque créature sur cette ligne doit effectuer un jet de sauvegarde de Dextérité DD 23, subissant 88 (16d10) dégâts de foudre en cas d'échec, ou la moitié de ces dégâts en cas de réussite."
103,Morsure," <em>Attaque au corps à corps avec une arme</em> : +5 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 8 (1d10 + 3) dégâts perforants + 3 (1d6) dégâts de foudre."
103,Souffle de foudre (Recharge 5-6)," Le dragon crache une tempête d'éclairs sur une ligne de 9 mètres de long et de 1,50 mètre de large. Chaque créature sur cette ligne doit effectuer un jet de sauvegarde de Dextérité DD 12, subissant 22 (4d10) dégâts de foudre en cas d'échec, ou la moitié de ces dégâts en cas de réussite."
104,Attaques multiples, Le dragon effectue trois attaques : une de morsure et deux avec ses griffes.
104,Morsure," <em>Attaque au corps à corps avec une arme</em> : +9 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 16 (2d10 + 5) dégâts perforants + 5 (1d10) dégâts de foudre."
104,Griffes," <em>Attaque au corps à corps avec une arme</em> : +9 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 12 (2d6 + 5) dégâts tranchants."
104,Souffle de foudre (Recharge 5-6)," Le dragon crache une tempête d'éclairs sur une ligne de 18 mètres de long et de 1,50 mètre de large. Chaque créature sur cette ligne doit effectuer un jet de sauvegarde de Dextérité DD 16, subissant 55 (10d10) dégâts de foudre en cas d'échec, ou la moitié de ces dégâts en cas de réussite."
105,Attaques multiples, Le dragon peut utiliser sa Présence terrifiante. Il effectue ensuite trois attaques : une de morsure et deux avec ses griffes.
105,Morsure," <em>Attaque au corps à corps avec une arme</em> : +11 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 17 (2d10 + 6) dégâts perforants."
105,Griffes," <em>Attaque au corps à corps avec une arme</em> : +11 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 13 (2d6 + 6) dégâts tranchants."
105,Queue," <em>Attaque au corps à corps avec une arme</em> : +11 au toucher, allonge 4,50 m, une cible. <em>Touché</em>&nbsp;: 15 (2d8 + 6) dégâts contondants."
105,Présence terrifiante," Chaque créature que le dragon choisit, se trouvant à 36 mètres ou moins de lui et consciente de sa présence, doit réussir un jet de sauvegarde de Sagesse DD 16 ou être effrayée pendant 1 minute. Une créature peut retenter son jet de sauvegarde à la fin de chacun de ses tours, mettant fin à l'effet qui l'affecte en cas de réussite. Si le jet de sauvegarde d'une créature est une réussite ou si l'effet prend fin pour elle, la créature est immunisée à la Présence terrifiante du dragon pour les prochaines 24 heures."
105,Souffles (Recharge 5-6), Le dragon utilise l'un des souffles de combat présentés ci-dessous.
105,Souffle de feu," Le dragon exhale des flammes sur une ligne de 18 mètres de long et de 1,50 mètre de large. Chaque créature présente dans la zone doit effectuer un jet de sauvegarde de Dextérité DD 18, subissant 45 (13d6) dégâts de feu en cas d'échec, ou la moitié de ces dégâts en cas de réussite."
105,Souffle de sommeil, Le dragon exhale un gaz soporifique dans un cône de 18 mètres. Chaque créature dans cette zone doit réussir un jet de sauvegarde de Constitution DD 18 ou tomber inconsciente pendant 10 minutes. Cet effet prend fin pour une créature si elle subit des dégâts ou si quelqu'un utilise son action pour la réveiller.
106,Attaques multiples, Le dragon peut utiliser sa Présence terrifiante. Il effectue ensuite trois attaques : une de morsure et deux avec ses griffes.
106,Morsure," <em>Attaque au corps à corps avec une arme</em> : +14 au toucher, allonge 4,50 m, une cible. <em>Touché</em>&nbsp;: 19 (2d10 + 8) dégâts perforants."
106,Griffes," <em>Attaque au corps à corps avec une arme</em> : +14 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 15 (2d6 + 8) dégâts tranchants."
106,Queue," <em>Attaque au corps à corps avec une arme</em> : +14 au toucher, allonge 6 m, une cible. <em>Touché</em>&nbsp;: 17 (2d8 + 8) dégâts contondants."
106,Présence terrifiante," Chaque créature que le dragon choisit, se trouvant à 36 mètres ou moins de lui et consciente de sa présence, doit réussir un jet de sauvegarde de Sagesse DD 18 ou être effrayée pendant 1 minute. Une créature peut retenter son jet de sauvegarde à la fin de chacun de ses tours, mettant fin à l'effet qui l'affecte en cas de réussite. Si le jet de sauvegarde d'une créature est une réussite ou si l'effet prend fin pour elle, la créature est immunisée à la Présence terrifiante du dragon pour les prochaines 24 heures."
106,Souffles (Recharge 5-6), Le dragon utilise l'un des souffles de combat présentés ci-dessous.
106,Souffle de feu," Le dragon exhale des flammes sur une ligne de 27 mètres de long et de 3 mètres de large. Chaque créature présente dans la zone doit effectuer un jet de sauvegarde de Dextérité DD 21, subissant 56 (16d6) dégâts de feu en cas d'échec, ou la moitié de ces dégâts en cas de réussite."
106,Souffle de sommeil, Le dragon exhale un gaz soporifique dans un cône de 27 mètres. Chaque créature dans cette zone doit réussir un jet de sauvegarde de Constitution DD 21 ou tomber inconsciente pendant 10 minutes. Cet effet prend fin pour une créature si elle subit des dégâts ou si quelqu'un utilise son action pour la réveiller.
106,Changement de forme," Le dragon se métamorphose magiquement en un humanoïde ou en une bête d'un FP inférieur ou égal au sien, ou bien retrouve sa forme véritable. Il retrouve également sa forme véritable lorsqu'il meurt. Tout l'équipement qu'il porte ou transporte est absorbé ou porté par sa nouvelle forme (au choix du dragon). Dans sa nouvelle forme, le dragon conserve son alignement, ses points de vie, ses dés de vie, sa capacité à parler, ses maîtrises, sa résistance légendaire, ses actions de repaire, ses valeurs de caractéristique d'Intelligence, de Sagesse et de Charisme, ainsi que cette action. Ses statistiques et ses capacités sont quant à elles remplacées par celles de sa nouvelle forme, à l'exception des compétences de classe ou des actions légendaires de cette forme."
107,Morsure," <em>Attaque au corps à corps avec une arme</em> : +4 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 7 (1d10 + 2) dégâts perforants."
107,Souffles (Recharge 5-6), Le dragon utilise l'un des souffles de combat présentés ci-dessous.
107,Souffle de feu," Le dragon exhale des flammes sur une ligne de 6 mètres de long et de 1,50 mètre de large. Chaque créature présente dans la zone doit effectuer un jet de sauvegarde de Dextérité DD 11, subissant 14 (4d6) dégâts de feu en cas d'échec, ou la moitié de ces dégâts en cas de réussite."
107,Souffle de sommeil," Le dragon exhale un gaz soporifique dans un cône de 4,50 mètres. Chaque créature dans cette zone doit réussir un jet de sauvegarde de Constitution DD 11 ou tomber inconsciente pendant 1 minute. Cet effet prend fin pour une créature si elle subit des dégâts ou si quelqu'un utilise son action pour la réveiller."
108,Attaques multiples, Le dragon effectue trois attaques : une de morsure et deux avec ses griffes.
108,Morsure," <em>Attaque au corps à corps avec une arme</em> : +7 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 15 (2d10 + 4) dégâts perforants."
108,Griffes," <em>Attaque au corps à corps avec une arme</em> : +7 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 11 (2d6 + 4) dégâts tranchants."
108,Souffles (Recharge 5-6), Le dragon utilise l'un des souffles de combat présentés ci-dessous.
108,Souffle de feu," Le dragon exhale des flammes sur une ligne de 12 mètres de long et de 1,50 mètre de large. Chaque créature présente dans la zone doit effectuer un jet de sauvegarde de Dextérité DD 14, subissant 42 (12d6) dégâts de feu en cas d'échec, ou la moitié de ces dégâts en cas de réussite."
108,Souffle de sommeil, Le dragon exhale un gaz soporifique dans un cône de 9 mètres. Chaque créature dans cette zone doit réussir un jet de sauvegarde de Constitution DD 14 ou tomber inconsciente pendant 5 minutes. Cet effet prend fin pour une créature si elle subit des dégâts ou si quelqu'un utilise son action pour la réveiller.
109,Attaques multiples, Le dragon peut utiliser sa Présence terrifiante. Il effectue ensuite trois attaques : une de morsure et deux avec ses griffes.
109,Morsure," <em>Attaque au corps à corps avec une arme</em> : +13 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 19 (2d10 + 8) dégâts perforants."
109,Griffes," <em>Attaque au corps à corps avec une arme</em> : +13 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 15 (2d6 + 8) dégâts tranchants."
109,Queue," <em>Attaque au corps à corps avec une arme</em> : +13 au toucher, allonge 4,50 m, une cible. <em>Touché</em>&nbsp;: 17 (2d8 + 8) dégâts contondants."
