Id,Nom,Description
94,Incantation innée," La caractéristique d'incantation innée du djinn est le Charisme (jet de sauvegarde contre ses sorts DD 17, +9 au toucher pour les attaques avec un sort). Il peut lancer les sorts suivants de manière innée, sans avoir besoin de composantes matérielles :"
95,Métamorphe," Le doppelganger peut utiliser son action pour se métamorphoser en un humanoïde de taille P ou M qu'il a déjà vu, ou pour reprendre sa forme véritable. Mise à part sa taille, ses statistiques sont les mêmes quelle que soit sa forme. L'équipement qu'il porte ou transporte ne se transforme pas. Il retrouve sa forme véritable s'il meurt."
95,Embuscade," Lors du premier round de combat, le doppelganger a un avantage aux jets d'attaque contre toute créature qu'il a surprise."
95,Attaque surprise," Si le doppelganger surprend une créature et touche avec une attaque lors du premier round de combat, la cible subit 10 (3d6) dégâts supplémentaires pour cette attaque."
96,Résistance légendaire (3/jour)," Si la dracoliche échoue à un jet de sauvegarde, elle peut décider de transformer cet échec en réussite."
96,Résistance à la magie, La dracoliche a un avantage aux jets de sauvegarde contre les sorts et autres effets magiques.
97,Marche sur la glace," Le dragon peut se déplacer sur les sols gelés ou escalader les surfaces glacées sans avoir besoin d'effectuer un jet de caractéristique. De plus, les terrains difficiles formés de glace ou de neige ne lui coûtent pas de mouvement supplémentaire."
97,Résistance légendaire (3/jour)," Si le dragon échoue à un jet de sauvegarde, il peut décider de transformer cet échec en réussite."
98,Marche sur la glace," Le dragon peut se déplacer sur les sols gelés ou escalader les surfaces glacées sans avoir besoin d'effectuer un jet de caractéristique. De plus, les terrains difficiles formés de glace ou de neige ne lui coûtent pas de mouvement supplémentaire."
98,Résistance légendaire (3/jour)," Si le dragon échoue à un jet de sauvegarde, il peut décider de transformer cet échec en réussite."
100,Marche sur la glace," Le dragon peut se déplacer sur les sols gelés ou escalader les surfaces glacées sans avoir besoin d'effectuer un jet de caractéristique. De plus, les terrains difficiles formés de glace ou de neige ne lui coûtent pas de mouvement supplémentaire."
101,Résistance légendaire (3/jour)," Si le dragon échoue à un jet de sauvegarde, il peut décider de transformer cet échec en réussite."
102,Résistance légendaire (3/jour)," Si le dragon échoue à un jet de sauvegarde, il peut décider de transformer cet échec en réussite."
105,Résistance légendaire (3/jour)," Si le dragon échoue à un jet de sauvegarde, il peut décider de transformer cet échec en réussite."
106,Résistance légendaire (3/jour)," Si le dragon échoue à un jet de sauvegarde, il peut décider de transformer cet échec en réussite."
109,Résistance légendaire (3/jour)," Si le dragon échoue à un jet de sauvegarde, il peut décider de transformer cet échec en réussite."
110,Résistance légendaire (3/jour)," Si le dragon échoue à un jet de sauvegarde, il peut décider de transformer cet échec en réussite."
113,Ombre vivante," Tant qu'il se trouve dans une zone de lumière faible ou de ténèbres, le dragon a une résistance à tous les dégâts, exception faite des dégâts de force, psychiques, ou radiants."
113,Discrétion dans les ombres," Tant qu'il se trouve dans une zone de lumière faible ou de ténèbres, le dragon peut utiliser l'action Se cacher en dépensant une action bonus."
113,Sensibilité au soleil," S'il est exposé à la lumière du soleil, le dragon a un désavantage aux jets d'attaque et aux jets de Sagesse (Perception) basés sur la vue."
114,Amphibien, Le dragon peut respirer aussi bien dans l'air que sous l'eau.
114,Résistance légendaire (3/jour)," Si le dragon échoue à un jet de sauvegarde, il peut décider de transformer cet échec en réussite."
115,Amphibien, Le dragon peut respirer aussi bien dans l'air que sous l'eau.
115,Résistance légendaire (3/jour)," Si le dragon échoue à un jet de sauvegarde, il peut décider de transformer cet échec en réussite."
116,Amphibien, Le dragon peut respirer aussi bien dans l'air que sous l'eau.
117,Amphibien, Le dragon peut respirer aussi bien dans l'air que sous l'eau.
118,Amphibien, Le dragon peut respirer aussi bien dans l'air que sous l'eau.
118,Résistance légendaire (3/jour)," Si le dragon échoue à un jet de sauvegarde, il peut décider de transformer cet échec en réussite."
119,Amphibien, Le dragon peut respirer aussi bien dans l'air que sous l'eau.
119,Résistance légendaire (3/jour)," Si le dragon échoue à un jet de sauvegarde, il peut décider de transformer cet échec en réussite."
120,Amphibien, Le dragon peut respirer aussi bien dans l'air que sous l'eau.
121,Amphibien, Le dragon peut respirer aussi bien dans l'air que sous l'eau.
122,Résistance légendaire (3/jour)," Si le dragon échoue à un jet de sauvegarde, il peut décider de transformer cet échec en réussite."
123,Résistance légendaire (3/jour)," Si le dragon échoue à un jet de sauvegarde, il peut décider de transformer cet échec en réussite."
126,Invisibilité supérieure," En utilisant une action bonus, le dragon peut devenir invisible par magie jusqu'à ce que sa concentration s'arrête (comme s'il se concentrait sur un sort). Tout l'équipement que le dragon porte ou transporte est également invisible."
126,Télépathie limitée," En utilisant la télépathie, le dragon peut magiquement communiquer avec d'autres dragons féeriques trouvant dans un rayon de 18 mètres autour de lui."
126,Résistance à la magie, Le dragon a un avantage aux jets de sauvegarde contre les sorts et autres effets magiques.
126,Incantation innée," La caractéristique d'incantation innée du dragon est le Charisme (jet de sauvegarde contre ses sorts DD 13). Il peut lancer un certain nombre de sorts de manière innée, sans avoir besoin de composantes matérielles. Au fur et à mesure que le dragon grandit et change de couleur, il gagne des sorts supplémentaires, comme indiqué ci-dessous."
127,Amphibien, Le dragon peut respirer aussi bien dans l'air que sous l'eau.
127,Résistance légendaire (3/jour)," Si le dragon échoue à un jet de sauvegarde, il peut décider de transformer cet échec en réussite."
128,Amphibien, Le dragon peut respirer aussi bien dans l'air que sous l'eau.
128,Résistance légendaire (3/jour)," Si le dragon échoue à un jet de sauvegarde, il peut décider de transformer cet échec en réussite."
129,Amphibien, Le dragon peut respirer aussi bien dans l'air que sous l'eau
130,Amphibien, Le dragon peut respirer aussi bien dans l'air que sous l'eau.
131,Résistance légendaire (3/jour)," Si le dragon échoue à un jet de sauvegarde, il peut décider de transformer cet échec en réussite."
132,Résistance légendaire (3/jour)," Si le dragon échoue à un jet de sauvegarde, il peut décider de transformer cet échec en réussite."
135,Amphibien, Le dragon peut respirer aussi bien dans l'air que sous l'eau.
135,Résistance légendaire (3/jour)," Si le dragon échoue à un jet de sauvegarde, il peut décider de transformer cet échec en réussite."
136,Amphibien, Le dragon peut respirer aussi bien dans l'air que sous l'eau.
136,Résistance légendaire (3/jour)," Si le dragon échoue à un jet de sauvegarde, il peut décider de transformer cet échec en réussite."
137,Amphibien, Le dragon peut respirer aussi bien dans l'air que sous l'eau.
138,Amphibien, Le dragon peut respirer aussi bien dans l'air que sous l'eau.
139,Amphibien, Le dragon-tortue peut respirer aussi bien dans l'air que sous l'eau.
141,Ascendance féerique," Le drider a un avantage aux jets de sauvegarde contre les effets de charme, et la magie ne peut pas l'endormir."
141,Incantation innée," La caractéristique d'incantation innée du drider est la Sagesse (jet de sauvegarde contre ses sorts DD 13). Le drider peut lancer les sorts suivants de manière innée, sans avoir besoin de composantes matérielles :"
141,Pattes d'araignée, Le drider peut escalader des surfaces difficiles et être au plafond la tête en bas sans avoir besoin d'effectuer un jet de caractéristique.
141,Sensibilité au soleil," S'il est exposé à la lumière du soleil, le drider a un désavantage aux jets d'attaque et aux jets de Sagesse (Perception) basés sur la vue."
141,Déplacement sur la toile, Le drider ignore les restrictions de mouvement causées par une toile d'araignée.
142,Ascendance féerique," Le drow a un avantage aux jets de sauvegarde contre les effets de charme, et la magie ne peut pas l'endormir."
142,Incantation innée," La caractéristique d'incantation innée du drow est le Charisme (jet de sauvegarde contre ses sorts DD 11). Il peut lancer les sorts suivants de manière innée, sans avoir besoin de composantes matérielles :"
142,Sensibilité au soleil," S'il est exposé à la lumière du soleil, le drow a un désavantage aux jets d'attaque et aux jets de Sagesse (Perception) basés sur la vue."
143,Ascendance féerique," Le drow a un avantage aux jets de sauvegarde contre les effets de charme, de plus il est immunisé contre le sommeil magique."
143,Incantation innée," La caractéristique d'incantation innée du drow est le Charisme (jet de sauvegarde contre ses sorts DD 12). Il peut lancer les sorts suivants de manière innée, sans avoir besoin de composantes matérielles :"
143,Sensibilité au soleil," S'il est exposé à la lumière du soleil, le drow a un désavantage aux jets d'attaque et aux jets de Sagesse (Perception) basés sur la vue."
144,Ascendance féerique," Le drow a un avantage aux jets de sauvegarde contre les effets de charme, et la magie ne peut pas l'endormir."
144,Incantation innée," La caractéristique d'incantation innée du drow est le Charisme (jet de sauvegarde contre ses sorts DD 12). Il peut lancer les sorts suivants de manière innée, sans avoir besoin de composantes matérielles :"
144,Incantation," Le drow est un lanceur de sorts de niveau 10. Sa caractéristique d'incantation est l'Intelligence (jet de sauvegarde contre ses sorts DD 14, +6 au toucher pour les attaques avec un sort). Le drow a préparé les sorts de magicien suivants&nbsp;:"
144,Sensibilité au soleil," S'il est exposé à la lumière du soleil, le drow a un désavantage aux jets d'attaque et aux jets de Sagesse (Perception) basés sur la vue."
145,Ascendance féerique," Le drow a un avantage aux jets de sauvegarde contre les effets de charme, de plus il est immunisé contre le sommeil magique."
145,Incantation innée," La caractéristique d'incantation innée du drow est le Charisme (jet de sauvegarde contre ses sorts DD 15). Il peut lancer les sorts suivants de manière innée, sans avoir besoin de composantes matérielles :"
145,Incantation," Le drow est un lanceur de sorts de niveau 10. Sa caractéristique d'incantation est la Sagesse (jet de sauvegarde contre ses sorts DD 14, +6 au toucher pour les attaques avec un sort). Le drow a préparé les sorts de clerc suivants&nbsp;:"
145,Sensibilité au soleil," S'il est exposé à la lumière du soleil, le drow a un désavantage aux jets d'attaque et aux jets de Sagesse (Perception) basés sur la vue."
146,Incantation," Le druide est un lanceur de sorts de niveau 4. Sa caractéristique d'incantation est la Sagesse (jet sauvegarde contre ses sorts DD 12, +4 au toucher pour les attaques avec un sort). Il a préparé les sorts de druide suivants&nbsp;:"
147,Incantation innée," La caractéristique d'incantation innée de la dryade est le Charisme (jet de sauvegarde contre ses sorts DD 14). La dryade peut lancer les sorts suivants de manière innée, sans avoir besoin de composantes matérielles :"
147,Résistance à la magie, La dryade a un avantage aux jets de sauvegarde contre les sorts et autres effets magiques.
147,Communication avec les animaux et avec les plantes, La dryade peut communiquer avec les bêtes et les plantes comme s'ils avaient une langue en commun.
147,Passage par les arbres," Une fois pendant son tour, la dryade peut utiliser 3 mètres de son mouvement pour magiquement pénétrer à l'intérieur d'un arbre vivant se trouvant à portée et ressortir d'un arbre vivant se trouvant à 18 mètres maximum du premier arbre, apparaissant alors dans un espace inoccupé à 1,50 mètre du deuxième arbre. Chacun des arbres doit être de taille G ou supérieure."
148,Résistance duergare," Le duergar a un avantage aux jets de sauvegarde contre le poison, les sorts et les illusions, ainsi qu'aux jets de sauvegarde pour ne pas être charmé ou paralysé."
148,Sensibilité au soleil," S'il est exposé à la lumière du soleil, le duergar a un désavantage aux jets d'attaque et aux jets de Sagesse (Perception) basés sur la vue."
149,Esprit axiomatique, Le duodrone ne peut être contraint à agir d'une manière contraire à sa nature ou aux instructions qu'il a reçues.
149,Désintégration," Si le duodrone meurt, son corps se désintègre et tombe en poussière, ne derrière lui que ses armes et tout ce qu'il portait."
150,Ouïe et vue aiguisées, L'éclaireur a un avantage aux jets de Sagesse (Perception) basés sur l'ouïe ou la vue.
151,Disparition élémentaire," Si l'éfrit meurt, son corps se désintègre dans un flash de feu et un nuage de fumée, ne laissant derrière lui que l'équipement qu'il portait ou transportait."
151,Incantation innée," La caractéristique d'incantation innée de l'éfrit est le Charisme (jet de sauvegarde contre ses sorts DD 15, +7 au toucher pour les attaques avec un sort). Il peut lancer les sorts suivants de manière innée, sans avoir besoin de composantes matérielles :"
152,Charge," Si l'élan se déplace d'au moins 6 mètres en ligne droite vers une cible, puis la touche lors d'une attaque avec un coup de tête dans le même tour, la cible subit 7 (2d6) dégâts supplémentaires. Si la cible est une créature, elle doit réussir un jet de sauvegarde de Force DD 13 ou tomber à terre."
153,Charge," Si l'élan se déplace d'au moins 6 mètres en ligne droite vers une cible, puis la touche lors d'une attaque avec un coup de tête dans le même tour, la cible subit 7 (2d6) dégâts supplémentaires. Si la cible est une créature, elle doit réussir un jet de sauvegarde de Force DD 14 ou tomber à terre."
154,Forme d'air," L'élémentaire peut pénétrer dans l'espace d'une créature hostile et y rester. Il peut se déplacer au travers d'espaces larges de 2,50 cm sans être considéré comme passant dans un espace étroit."
155,Forme d'eau," L'élémentaire peut entrer dans l'espace d'une créature hostile et y rester. Il peut se déplacer à travers un espace aussi étroit que 2,50 cm de large sans être compressé."
155,Congelé," Si l'élémentaire subit des dégâts de froid, il gèle partiellement ; sa vitesse est réduite de 6 mètres jusqu'à la fin de son prochain tour."
156,Déplacement dans la terre," L'élémentaire peut creuser à travers la terre et la pierre non magique et non travaillée. Au cours de ce mouvement, il ne dérange pas les matériaux à travers lesquels il passe."
156,Monstre de siège, L'élémentaire inflige le double des dégâts aux objets et structures qu'il attaque.
157,Forme de feu," L'élémentaire peut se déplacer au travers d'espaces larges de 2,50 cm sans être considéré comme passant dans un espace étroit. Une créature qui touche l'élémentaire ou qui réussit à le frapper avec une attaque au corps à corps en se trouvant à 1,50 mètre ou moins de lui subit 5 (1d10) dégâts de feu. De plus, l'élémentaire peut pénétrer dans l'espace d'une créature hostile et y rester. La première fois qu'il pénètre dans l'espace d'une créature lors d'un tour, celle-ci subit 5 (1d10) dégâts de feu et s'enflamme, jusqu'à ce que quelqu'un utilise une action pour étouffer le feu. Une créature enflammée subit 5 (1d10) dégâts de feu au début de chacun de ses tours."
157,Illumination, L'élémentaire émet une lumière vive dans un rayon de 9 mètres et une lumière faible sur 9 mètres supplémentaires.
157,Susceptibilité à l'eau," Pour chaque 1,50 mètre parcouru dans de l'eau, ou pour chaque quantité de 4 litres d'eau jetée sur l'élémentaire, celui-ci subit 1 point de dégâts de froid."
158,Charge écrasante," Si l'éléphant se déplace d'au moins 6 mètres en ligne droite vers une créature, puis la touche lors d'une attaque avec ses défenses dans le même tour, la cible doit réussir un jet de sauvegarde de Force DD 12 pour ne pas être jetée à terre. Si la cible est à terre, l'éléphant peut réaliser une attaque de piétinement contre celle-ci par une action bonus."
159,Incantation innée," La caractéristique d'incantation innée de l'empyréen est le Charisme (jet de sauvegarde contre ses sorts DD 23, +15 au toucher pour les attaques avec un sort). Il peut lancer les sorts suivants de manière innée, sans avoir besoin des composantes matérielles :"
159,Résistance légendaire (3/jour)," Si l'empyréen échoue à un jet de sauvegarde, il peut décider de transformer cet échec en réussite."
159,Résistance à la magie, L'empyréen a un avantage aux jets de sauvegarde contre les sorts et autres effets magiques.
159,Armes magiques, Les attaques avec une arme de l'empyréen sont magiques.
160,Apparence trompeuse," Tant que l'enlaceur reste immobile, il ne peut être distingué d'une formation naturelle de caverne, comme une stalagmite."
160,Filaments agrippants," L'enlaceur peut avoir jusqu'à 6 filaments à la fois. Chaque filament peut être attaqué (CA 20 ; 10 points de vie ; immunité au poison et aux dégâts psychiques). Détruire un filament n'inflige aucun dégât à l'enlaceur, qui peut faire sortir un filament de remplacement à son prochain tour. Un filament peut également être rompu si une créature utilise son action pour effectuer un jet de Force DD 15 contre elle."
160,Pattes d'araignée, L'enlaceur peut escalader des surfaces difficiles et être au plafond la tête en bas sans avoir besoin d'effectuer un jet de caractéristique.
161,Écholocalisation, L'épaulard ne peut pas utiliser sa vision aveugle s'il est assourdi.
161,Apnée, L'épaulard peut retenir son souffle durant 30 minutes.
161,Ouïe aiguisée, L'épaulard a un avantage aux jets de Sagesse (Perception) basés sur l'ouïe.
162,Apparence trompeuse," Tant que l'épée reste immobile et qu'elle ne vole pas, elle ne peut être distinguée d'une épée normale."
162,Sensibilité à l'antimagie," L'épée est incapable d'agir lorsqu'elle se situe dans un <em><a href=""https://www.aidedd.org/dnd/sorts.php?vf=champ-antimagie"">champ antimagie</a></em>. Si elle est ciblée par une <em><a href=""https://www.aidedd.org/dnd/sorts.php?vf=dissipation-de-la-magie"">dissipation de la magie</a></em>, l'épée doit réussir un jet de sauvegarde de Constitution contre le DD de sort du lanceur ou tomber inconsciente pendant 1 minute."
163,Apparence trompeuse," Tant que l'épouvantail reste immobile, il ne peut pas être distingué d'un épouvantail ordinaire et inanimé."
164,Armes infernales, Les attaques avec une arme de l'érinye sont magiques et infligent 13 (3d8) dégâts de poison supplémentaires si elles touchent (inclus dans les attaques ci-dessous).
164,Résistance à la magie, L'érinye a un avantage aux jets de sauvegarde contre les sorts et autres effets magiques.
165,Ruse," À chacun de ses tours, l'espion peut utiliser une action bonus pour Se désengager, Se cacher ou Foncer."
165,Attaque sournoise (1/tour)," L'espion inflige 7 (2d6) dégâts supplémentaires à une créature qu'il touche avec une arme s'il a un avantage au jet d'attaque, ou si la cible est à 1,50 mètre ou moins d'un allié de l'espion qui n'est pas incapable d'agir et que l'espion n'a pas un désavantage au jet d'attaque."
167,Pattes d'araignée, L'ettercap peut escalader des surfaces difficiles et être au plafond la tête en bas sans avoir besoin d'effectuer un jet de caractéristique.
167,Sens de la toile," Lorsqu'il est en contact avec une toile, l'ettercap connait l'emplacement exact de toutes les créatures qui sont en contact avec cette toile."
167,Déplacement sur la toile, L'ettercap ignore les restrictions de mouvement causées par une toile d'araignée.
168,Bicéphale," L'ettin a un avantage aux jets de Sagesse (Perception), ainsi qu'aux jets de sauvegarde réalisés pour ne pas être assourdi, aveuglé, charmé, effrayé, étourdi ou inconscient."
168,Alerte," Quand une des têtes de l'ettin dort, l'autre reste éveillée."
169,Sombre dévotion, Le fanatique a un avantage aux jets de sauvegarde pour ne pas être charmé ou effrayé.
169,Incantation," Le fanatique est un lanceur de sorts de niveau 4. Sa caractéristique d'incantation est la Sagesse (jet de sauvegarde contre ses sorts DD 11, +3 au toucher pour les attaques avec un sort). Le fanatique a préparé les sorts de clerc suivants&nbsp;:"
170,Déplacement intangible, Le fantôme peut se déplacer à travers d'autres créatures ou des objets comme s'il traversait un terrain difficile. Il subit 5 (1d10) dégâts de force s'il termine son tour à l'intérieur d'un objet.
170,Vision éthérée, Le fantôme peut voir à 18 mètres dans le plan éthéré lorsqu'il se trouve sur le plan matériel et inversement.
171,Vue aiguisée, Le faucon a un avantage aux jets de Sagesse (Perception) faisant appel à la vue.
172,Tactique de groupe," Le faucon a un avantage aux jets d'attaque contre une créature si au moins l'un de ses alliés est à 1,50 mètre ou moins de la créature et n'est pas incapable d'agir."
172,Vue aiguisée, Le faucon a un avantage aux jets de Sagesse (Perception) faisant appel à la vue.
173,Absorption de vie," Au prix d'une action bonus, le feu follet peut prendre pour cible une créature qu'il peut voir se trouvant à 1,50 mètre de lui, ayant 0 point de vie et qui est toujours vivante. La cible doit réussir un jet de sauvegarde de Constitution DD 10 contre cette magie ou mourir. Si la cible meurt, le feu follet récupère 10 (3d6) points de vie."
173,Éphémère, Le feu follet ne peut rien porter ou ni transporter.
173,Déplacement intangible, Le feu follet peut se déplacer à travers d'autres créatures ou des objets comme s'il traversait un terrain difficile. Il subit 5 (1d10) dégâts de force s'il termine son tour à l'intérieur d'un objet.
173,Illumination variable," Le feu follet émet une lumière vive dans un rayon de 1,50 à 6 mètres, et une lumière faible sur un nombre supplémentaire de mètres égal au rayon choisi. Le feu follet peut modifier le rayon par une action bonus."
174,Résistance à la magie, Le flagelleur mental a un avantage aux jets de sauvegarde contre les sorts et autres effets magiques.
174,Incantation innée (psioniques)," La caractéristique d'incantation innée du flagelleur mental est l'Intelligence (jet de sauvegarde contre ses sorts DD 15). Il peut lancer les sorts suivants de manière innée, sans avoir besoin de composantes matérielles :"
175,Télépathie avancée," Le flumph peut percevoir la teneur de toute communication télépathique établie dans un rayon de 18 mètres autour de lui, et ne peut pas être surpris par des créatures possédant une quelconque forme de télépathie."
175,Handicap à terre," Si le flumph est mis à terre, lancez un dé. Sur un résultat impair, le flumph se retrouve à l'envers et est incapable d'agir. À la fin de chacun de ses tours, le flumph peut effectuer un jet de sauvegarde de Dextérité DD 10, se redressant alors et n'étant plus soumis à l'état incapable d'agir en cas de réussite."
175,Voile télépathique," Le flumph est immunisé contre tout effet qui pourrait percevoir ses émotions ou lire ses pensées, ainsi qu'à tous les sorts de divination."
177,Apparence trompeuse," Tant que le galeb duhr reste immobile, il ne peut être distingué d'un rocher normal."
177,Charge en roulade," Si le galeb duhr roule sur au moins 6 mètres droit sur une cible, puis la touche lors d'une attaque avec son coup dans le même tour, la cible subit 7 (2d6) dégâts contondants supplémentaires. Si la cible est une créature, elle doit réussir un jet de sauvegarde de Force DD 16 ou tomber à terre."
179,Lien," Le gardien animé est connecté magiquement à une amulette. Tant que le gardien et son amulette sont dans le même plan d'existence, le porteur de l'amulette peut appeler télépathiquement le gardien animé à le rejoindre, et le gardien sait automatiquement à quelle distance et dans quelle direction se trouve l'amulette. Si le gardien se trouve à 18 mètres ou moins du porteur de l'amulette, la moitié des dégâts que le porteur subit (arrondis au supérieur) est transférée au gardien."
179,Régénération, Le gardien animé récupère 10 points de vie au début de son tour s'il possède au moins 1 point de vie.
179,Réservoir de sort," Un lanceur de sorts qui porte l'amulette du gardien animé peut faire en sorte que le garde animé emmagasine un sort de niveau 4 ou inférieur. Pour ce faire, le porteur de l'amulette doit lancer le sort sur le gardien. Le sort n'a pas d'effet mais il est stocké dans le gardien. Lorsque le porteur de l'amulette le lui ordonne, ou lorsqu'une situation définie à l'avance par le lanceur de sorts survient, le gardien animé lance le sort emmagasiné avec tous les paramètres établis par le lanceur de sorts originel, et sans avoir besoin de composantes. Lorsque le sort est lancé ou lorsqu'un nouveau sort est emmagasiné, tout sort précédemment stocké est perdu."
180,Apparence trompeuse," Tant que la gargouille reste immobile, elle ne peut être distinguée d'une statue normale."
181,Métamorphe," Le garou-chacal peut utiliser son action pour se métamorphoser en un humain de taille M ou en un hybride chacal-humanoïde, ou pour reprendre sa forme véritable (un chacal de taille P). Mise à part sa taille, ses statistiques sont les mêmes quelle que soit sa forme. L'équipement qu'il porte ou transporte ne se transforme pas. Il retrouve sa forme véritable s'il meurt."
181,Odorat et ouïe aiguisés, Le garou-chacal a un avantage aux jets de Sagesse (Perception) basés sur l'ouïe ou l'odorat.
181,Tactique de groupe," Le garou-chacal a un avantage aux jets d'attaque contre une créature si au moins l'un de ses alliés est à 1,50 mètre ou moins de la créature et n'est pas incapable d'agir."
183,Odorat aiguisé, Le géant a un avantage aux jets de Sagesse (Perception) basés sur l'odorat.
183,Incantation innée," La caractéristique d'incantation innée du géant est le Charisme. Il peut lancer les sorts suivants de manière innée, sans avoir besoin de composantes matérielles :"
184,Camouflage dans les rochers, Le géant a un avantage aux jets de Dextérité (Discrétion) effectués pour se cacher sur un terrain rocailleux.
185,Amphibien, Le géant peut respirer aussi bien dans l'air que sous l'eau.
185,Incantation innée," La caractéristique d'incantation innée du géant est le Charisme (jet de sauvegarde contre ses sorts DD 17). Il peut lancer les sorts suivants de manière innée, sans avoir besoin de composantes matérielles :"
188,Informe," La gelée peut se déplacer au travers d'espaces larges de 2,50 cm sans être considérée comme passant dans un espace étroit."
188,Pattes d'araignée, La gelée peut escalader des surfaces difficiles et être au plafond la tête en bas sans avoir besoin d'effectuer un jet de caractéristique.
189,Incantation innée (psioniques)," La caractéristique d'incantation innée du githyanki est l'Intelligence (jet de sauvegarde contre ses sorts DD 13, +5 au toucher pour les attaques avec un sort). Il peut lancer les sorts suivants de manière innée, sans avoir besoin d'aucune composante :"
190,Incantation innée (psioniques)," La caractéristique d'incantation innée du githyanki est l'Intelligence. Il peut lancer les sorts suivants de manière innée, sans avoir besoin d'aucune composante :"
191,Incantation innée (psioniques)," La caractéristique d'incantation innée du githzerai est la Sagesse. Il peut lancer les sorts suivants de manière innée, sans avoir besoin d'aucune composante :"
191,Défense psychique," Tant que le githzerai ne porte pas d'armure et ne tient aucun bouclier, sa CA prend en compte son modificateur de Sagesse."
192,Incantation innée (psioniques)," La caractéristique d'incantation innée du githzerai est la Sagesse (jet de sauvegarde contre ses sorts DD 14, +6 au toucher pour les attaques avec un sort). Il peut lancer les sorts suivants de manière innée, sans avoir besoin d'aucune composante :"
192,Défense psychique," Tant que le githzerai ne porte pas d'armure et ne tient aucun bouclier, sa CA prend en compte son modificateur de Sagesse."
193,Incantation innée," La caractéristique d'incantation innée du glabrezu est l'Intelligence (jet de sauvegarde contre ses sorts DD 16). Le glabrezu peut lancer les sorts suivants de manière innée, sans avoir besoin de composantes matérielles :"
193,Résistance à la magie, Le glabrezu a un avantage aux jets de sauvegarde contre les sorts et autres effets magiques.
194,Brave, Le gladiateur a un avantage aux jets de sauvegarde pour ne pas être effrayé.
194,Brutal, Une arme de corps à corps inflige un dé extra de ses dégâts si le gladiateur touche avec celle-ci (inclus dans l'attaque ci-dessous).
195,Déchaîné," Lorsque durant son tour le gnoll fait tomber les points de vie d'une créature à 0 avec une attaque au corps à corps, il peut utiliser une action bonus pour se déplacer de la moitié de sa vitesse et effectuer une attaque de morsure."
196,Déchaîné," Lorsque durant son tour le gnoll fait tomber les points de vie d'une créature à 0 avec une attaque au corps à corps, il peut utiliser une action bonus pour se déplacer de la moitié de sa vitesse et effectuer une attaque de morsure."
197,Déchaîné," Lorsque durant son tour le gnoll fait tomber les points de vie d'une créature à 0 avec une attaque au corps à corps, il peut utiliser une action bonus pour se déplacer de la moitié de sa vitesse et effectuer une attaque de morsure."
198,Camouflage dans les rochers, Le gnome a un avantage aux jets de Dextérité (Discrétion) effectués pour se cacher sur un terrain rocailleux.
198,Ruse de gnome," Le gnome a un avantage aux jets de sauvegarde d'Intelligence, de Sagesse et de Charisme contre la magie."
198,Incantation innée," La caractéristique d'incantation innée du gnome est l'Intelligence (jet de sauvegarde contre ses sorts DD 11). Il peut lancer les sorts suivants de manière innée, sans avoir besoin de composantes matérielles :"
199,Fuite agile, Le gobelin peut Se cacher ou Se désengager à chacun de ses tours en utilisant une action bonus.
200,Fuite agile, Le gobelin peut Se cacher ou Se désengager à chacun de ses tours en utilisant une action bonus.
201,Attaque surprise," Si un gobelours surprend une créature et touche avec une attaque lors du premier round de combat, la cible subit 7 (2d6) dégâts supplémentaires pour cette attaque."
201,Brutal, Une arme de corps à corps inflige un dé de dégâts supplémentaires lorsque le gobelours réussit son attaque (inclus dans l'attaque ci-dessous).
202,Attaque surprise," Si un gobelours surprend une créature et touche avec une attaque lors du premier round de combat, la cible subit 7 (2d6) dégâts supplémentaires pour cette attaque."
202,Brutal, Une arme de corps à corps inflige un dé de dégâts supplémentaires lorsque le gobelours réussit son attaque (inclus dans l'attaque ci-dessous).
202,Cœur de Hruggek," Le gobelours a un avantage aux jets de sauvegarde pour ne pas être charmé, effrayé, paralysé, empoisonné, étourdi, ou pour ne pas être endormi."
203,Absorption de l'acide," Lorsque le golem subit des dégâts d'acide, il ne subit aucun dommage et récupère un nombre de points de vie égal aux dégâts d'acide causés."
203,Fou furieux," Chaque fois que le golem débute son tour avec 60 points de vie ou moins, lancez un d6. Sur un résultat de 6, le golem devient fou furieux. À chacun de ses tours, s'il est dans cet état, le golem attaque la créature la plus proche qu'il peut voir. Si aucune créature n'est assez proche de lui pour qu'il puisse se déplacer et l'attaquer, il attaquera un objet, de préférence plus petit que lui. Une fois fou furieux, le golem demeure dans cet état jusqu'à ce qu'il soit détruit ou jusqu'à ce qu'il récupère tous ses points de vie."
203,Forme immuable, Le golem est immunisé aux sorts et effets qui altèreraient son apparence.
203,Armes magiques, Les attaques avec une arme du golem sont magiques.
203,Résistance à la magie, Le golem a un avantage aux jets de sauvegarde contre les sorts et autres effets magiques.
